id_municipio,nome_municipio,sigla_uf,regiao,populacao_urbana_2013,prestador_servico_esgotamento_sanitario,indice_sem_atendimento_sem_coleta_sem_tratamento,indice_atendimento_solucao_individual,indice_atendimento_com_coleta_sem_tratamento,indice_atendimento_com_coleta_com_tratamento,vazao_sem_coleta_sem_tratamentodividido por hab,vazao_solucao_individualdividido por hab,vazao_com_coleta_sem_tratamentodividido por hab,vazao_com_coleta_com_tratamentodividido por hab,vazao_totaldividido por hab,carga_gerada_sem_coleta_sem_tratamentodividido por hab,carga_gerada_encaminhada_solucao_individualdividido por hab,carga_gerada_com_coleta_sem_tratamentodividido por hab,carga_gerada_com_coleta_com_tratamentodividido por hab,carga_gerada_totaldividido por hab,carga_lancada_sem_coleta_sem_tratamentodividido por hab,carga_lancada_proveniente_solucao_individualdividido por hab,carga_lancada_com_coleta_sem_tratamentodividido por hab,carga_lancada_com_coleta_com_tratamentodividido por hab,carga_lancada_totaldividido por hab,investimento_coletadividido por hab,investimento_tratamentodividido por hab,investimento_coleta_tratatamentodividido por hab,necessidade_remocao_dbo,tipologia_solucao,atencao_fosforo,atencao_nitrogenio
1100114,Jaru,RO,Norte,37544,Prefeitura Municipal de Jaru,0.949,0.0338,0.0172,0,0.0014542936288088,5.060728744939271e-05,2.6635414447048795e-05,0.0,0.00153419987215,0.0512438738546771,0.0018245258896228,0.000929575964202,0.0,0.0540006392499467,0.0512438738546771,0.0007298103558491,0.000929575964202,0.0,0.052905923716173,1078.4921046851694,207.4634618168016,1285.9555665006392,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100122,Ji-Paraná,RO,Norte,115123,Companhia de Águas e Esgotos de Rondônia,0.7709,0.1863,0.0428,0,0.0012595224238423,0.0003040226540309,6.949089234992139e-05,0.0,0.0016330359702231,0.041627650426066,0.0100614125761142,0.0023105721706348,0.0,0.0539996351728151,0.041627650426066,0.0040243913032148,0.0023105721706348,0.0,0.0479634825360701,1161.6901354203765,249.46318647620373,1411.153321899186,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100130,Machadinho D'Oeste,RO,Norte,18509,Prefeitura Municipal de Machadinho D Oeste,0.9647,0.0275,0.0079,0,0.0017072775406558,4.862499324652872e-05,1.6208331082176236e-05,0.0,0.0017721108649846,0.0520935760981144,0.0014803609055054,0.0004214166081365,0.0,0.0540007563887838,0.0520935760981144,0.0005943054730131,0.0004214166081365,0.0,0.0531092981792641,1814.905465784213,342.41579952671674,2157.3212653087685,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100148,Nova Brasilândia D'Oeste,RO,Norte,9035,Prefeitura Municipal de Nova Brasilândia D Oeste,0.9204,0.06,0.0196,0,0.0014499169894853,9.961261759822912e-05,3.3204205866076366e-05,0.0,0.0015827338129496,0.0497066961815163,0.0032429441062534,0.0010514665190924,0.0,0.0540011068068622,0.0497066961815163,0.0012949640287769,0.0010514665190924,0.0,0.0520531267293857,1907.0270137354728,484.72721245379086,2391.7542261870503,Acima de 80%,Tratamento secundário avançado,Não,Não
1100155,Ouro Preto do Oeste,RO,Norte,29793,Prefeitura Municipal de Ouro Preto do Oeste,0.9044,0.0754,0.0201,0,0.0013392407612526,0.000110764273487,3.0208438223743832e-05,0.0,0.0014802134729634,0.0488403316215218,0.0040747826670694,0.0010875037760547,0.0,0.05399926157151,0.0488403316215218,0.0016312556640821,0.0010875037760547,0.0,0.0515557345685228,1012.7782860134932,138.09986535293524,1150.878151367771,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100189,Pimenta Bueno,RO,Norte,32128,Prefeitura Municipal de Pimenta Bueno,0.6022,0.3032,0.0946,0,0.0008839641434262,0.0004450946215139,0.0001400647410358,0.0,0.0014660109561752,0.032519920318725,0.0163720119521912,0.0051108067729083,0.0,0.0539996264940239,0.032519920318725,0.0065488047808764,0.0051108067729083,0.0,0.0441764193227091,1123.6877719279134,234.65051045380977,1358.3382823798556,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100205,Porto Velho,RO,Norte,442218,Companhia de Águas e Esgotos de Rondônia,0.547,0.3507,0.1023,0,0.0009020437883577,0.000578447733923,0.0001686950779932,0.0,0.001649186600274,0.0295370156800492,0.0189383968992668,0.0055246507378713,0.0,0.0540000633171874,0.0295370156800492,0.0075754492128316,0.0055246507378713,0.0,0.0426368894979399,1370.0120603299729,313.11707389794174,1683.129134230176,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100254,Presidente Médici,RO,Norte,13719,Prefeitura Municipal de Presidente Médici,0.9686,0.013,0.0184,0,0.0014578322035133,2.1867483052700632e-05,2.915664407026752e-05,0.0,0.0015088563306363,0.0522997303010423,0.0006997594576864,0.000991325898389,0.0,0.0539981048181354,0.0522997303010423,0.0002842772796851,0.000991325898389,0.0,0.0535753334791165,1110.9424576645529,242.71087288504995,1353.6533305488738,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100262,Rio Crespo,RO,Norte,1176,Prefeitura Municipal de Rio Crespo,0.9953,0.0047,0.0,0,0.0016156462585034,0.0,0.0,0.0,0.0016156462585034,0.0537414965986394,0.0002551020408163,0.0,0.0,0.0539965986394557,0.0537414965986394,8.503401360544218e-05,0.0,0.0,0.0538265306122449,2500.1443823469385,353.8523260552721,2853.9967084013606,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100288,Rolim de Moura,RO,Norte,45281,Prefeitura Municipal de Rolim de Moura,0.8159,0.1683,0.0,0.0158,0.0012565976899803,0.0002583865197323,0.0,2.429274971842495e-05,0.0015392769594311,0.0440582142620525,0.009089905258276,0.0,0.0008524546719374,0.054000574192266,0.0440582142620525,0.0036350787305934,0.0,0.0008524546719374,0.0485457476645833,1288.1093600428435,360.27986549767013,1648.3892255405135,Acima de 80%,Tratamento secundário avançado,Não,Não
1100296,Santa Luzia D'Oeste,RO,Norte,4526,Prefeitura Municipal de Santa Luzia D Oeste,0.9604,0.011,0.0285,0,0.0013919575784357,2.2094564737074683e-05,4.4189129474149365e-05,0.0,0.0014582412726469,0.0518559434379142,0.000596553247901,0.0015466195315952,0.0,0.0539991162174105,0.0518559434379142,0.0002430402121078,0.0015466195315952,0.0,0.0536456031816173,1729.04054386213,338.0160719686257,2067.056615830756,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100304,Vilhena,RO,Norte,83140,Serviço Autônomo de Água e Esgoto,0.8575,0.1221,0.0203,0,0.0019052201106567,0.0002718306471012,4.5706038008178974e-05,0.0,0.0022227567957661,0.0463074332451287,0.0065961029588645,0.0010969449121962,0.0,0.0540004811161895,0.0463074332451287,0.0026377195092614,0.0010969449121962,0.0,0.0500420976665864,1354.340054546548,334.1293000565312,1688.4693546066874,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100320,São Miguel do Guaporé,RO,Norte,9184,Prefeitura Municipal de São Miguel do Guaporé,0.9579,0.0287,0.0135,0,0.0015135017421602,4.355400696864112e-05,2.177700348432056e-05,0.0,0.0015788327526132,0.0517203832752613,0.0015461672473867,0.0007295296167247,0.0,0.0539960801393728,0.0517203832752613,0.0006206445993031,0.0007295296167247,0.0,0.0530705574912891,1410.3045541267422,314.53012013392856,1724.8346742595818,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100338,Nova Mamoré,RO,Norte,15200,Prefeitura Municipal de Nova Mamoré,0.9028,0.0917,0.0055,0,0.0014473684210526,0.0001447368421052,6.578947368421053e-06,0.0,0.0015986842105263,0.04875,0.004953947368421,0.0002960526315789,0.0,0.054,0.04875,0.0019802631578947,0.0002960526315789,0.0,0.0510263157894736,1800.8875101776316,351.35216676644734,2152.239676940789,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100346,Alvorada D'Oeste,RO,Norte,9110,Serviço Autônomo de Água e Esgoto de Alvorada D'Oeste,0.067,0.033,0.0011,0.8989,9.879253567508232e-05,5.48847420417124e-05,0.0,0.0013940724478594,0.0015587266739846,0.003622392974753,0.0017782656421514,5.48847420417124e-05,0.0485400658616904,0.0539956092206366,0.003622392974753,0.0007135016465422,5.48847420417124e-05,0.0121405049396267,0.0165203073545554,171.74006488583976,23.413877205378707,195.15394209110863,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100379,Alto Alegre dos Parecis,RO,Norte,3945,Prefeitura Municipal de Alto Alegre dos Parecis,0.9822,0.0038,0.0139,0,0.000785804816223,0.0,0.0,0.0,0.0008111533586818,0.0530291508238276,0.0002027883396704,0.0007604562737642,0.0,0.0539923954372623,0.0530291508238276,7.604562737642586e-05,0.0007604562737642,0.0,0.0538656527249683,2843.013981977186,545.4871079974652,3388.501089987326,Acima de 80%,Tratamento secundário avançado,Não,Não
1100403,Alto Paraíso,RO,Norte,9314,Prefeitura Municipal de Alto Paraíso,0.8663,0.1286,0.0051,0,0.0009877603607472,0.0001503113592441,1.073652566029633e-05,0.0,0.0011488082456517,0.0467790423019111,0.0069465321022117,0.0002791496671677,0.0,0.0540047240712905,0.0467790423019111,0.0027807601460167,0.0002791496671677,0.0,0.0498282155894352,1812.2756215804168,383.77085569143225,2196.046477270775,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100452,Buritis,RO,Norte,20457,Prefeitura Municipal de Buritis,0.9694,0.0253,0.0053,0,0.0014762672923693,3.910641834091021e-05,9.776604585227552e-06,0.0,0.0015251503152954,0.0523439409493083,0.0013687246419318,0.0002884098352642,0.0,0.0540010754265043,0.0523439409493083,0.0005474898567727,0.0002884098352642,0.0,0.0531798406413452,1371.2844705626435,190.264314065601,1561.5487846262893,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100502,Novo Horizonte do Oeste,RO,Norte,1780,Prefeitura Municipal de Novo Horizonte do Oeste,0.9821,0.0127,0.0052,0,0.0011797752808988,0.0,0.0,0.0,0.0011797752808988,0.0530337078651685,0.0006741573033707,0.0002808988764044,0.0,0.0539887640449438,0.0530337078651685,0.0002808988764044,0.0002808988764044,0.0,0.0535955056179775,4373.02373522472,620.1153706067415,4993.13910583146,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100601,Cacaulândia,RO,Norte,2261,Prefeitura Municipal de Cacaulândia,0.5355,0.4587,0.0058,0,0.0006634232640424,0.0005749668288367,0.0,0.0,0.001282618310482,0.0289252543122512,0.0247678018575851,0.0003095975232198,0.0,0.0540026536930561,0.0289252543122512,0.009907120743034,0.0003095975232198,0.0,0.039141972578505,1881.1384449447148,267.5708873149049,2148.7093322600617,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100700,Campo Novo de Rondônia,RO,Norte,3710,Prefeitura Municipal de Campo Novo de Rondônia,0.984,0.0042,0.0119,0,0.0019407008086253,0.0,2.6954177897574127e-05,0.0,0.0019676549865229,0.0531266846361185,0.0002156334231805,0.0006469002695417,0.0,0.0539892183288409,0.0531266846361185,8.086253369272237e-05,0.0006469002695417,0.0,0.0538544474393531,1814.3233178436656,259.5034749088949,2073.826792752021,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100809,Candeias do Jamari,RO,Norte,14968,Prefeitura Municipal de Candeias do Jamari,0.8582,0.0806,0.0611,0,0.0012760555852485,0.0001202565473009,9.353287012292892e-05,0.0,0.0014898450026723,0.0463455371459112,0.0043559593800106,0.0033003741314804,0.0,0.0540018706574024,0.0463455371459112,0.0017437199358631,0.0033003741314804,0.0,0.0513896312132549,1429.1600529396046,302.43650746058256,1731.5965603955103,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100908,Castanheiras,RO,Norte,863,Prefeitura Municipal de Castanheiras,0.9629,0.0347,0.0024,0,0.0009269988412514,0.0,0.0,0.0,0.0009269988412514,0.0520278099652375,0.0018539976825028,0.0001158748551564,0.0,0.0539976825028968,0.0520278099652375,0.0006952491309385,0.0001158748551564,0.0,0.0528389339513325,2962.6900202085744,419.8655320741599,3382.555552282735,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100924,Chupinguaia,RO,Norte,4252,Prefeitura Municipal de Chupinguaia,0.9705,0.0093,0.0202,0,0.0014346190028222,2.351834430856068e-05,2.351834430856068e-05,0.0,0.0014581373471307,0.0523988711194731,0.0004938852304797,0.0010818438381937,0.0,0.0539981185324553,0.0523988711194731,0.000211665098777,0.0010818438381937,0.0,0.053692380056444,2642.67577017874,480.1832835301034,3122.8590537158984,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1100940,Cujubim,RO,Norte,13520,Prefeitura Municipal de Cujubim,0.8903,0.1015,0.0081,0,0.0014423076923076,0.0001627218934911,1.4792899408284024e-05,0.0,0.0016198224852071,0.048076923076923,0.0054807692307692,0.0004437869822485,0.0,0.0540014792899408,0.048076923076923,0.002189349112426,0.0004437869822485,0.0,0.0507100591715976,1545.3949174704144,316.383036443787,1861.777953912722,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1101005,Governador Jorge Teixeira,RO,Norte,2366,Prefeitura Municipal de Governador Jorge Teixeira,0.4718,0.5172,0.011,0,0.0006762468300929,0.0007607776838546,0.0,0.0,0.0014792899408284,0.0254860524091293,0.0279374471682163,0.0005917159763313,0.0,0.054015215553677,0.0254860524091293,0.0111580726965342,0.0005917159763313,0.0,0.0372358410819949,3465.464970063398,357.3701805181741,3822.835150583263,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1101104,Itapuã do Oeste,RO,Norte,5890,Prefeitura Municipal de Itapuã do Oeste,0.9784,0.005,0.0167,0,0.0021052631578947,1.697792869269949e-05,3.395585738539898e-05,0.0,0.0021561969439728,0.0528353140916808,0.0002716468590831,0.000899830220713,0.0,0.054006791171477,0.0528353140916808,0.0001018675721561,0.000899830220713,0.0,0.05383701188455,1818.75571393888,418.7679990254669,2237.523712971137,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1101203,Ministro Andreazza,RO,Norte,3236,Prefeitura Municipal de Ministro Andreazza,0.8562,0.0569,0.0869,0,0.0012051915945611,9.270704573547588e-05,0.0001236093943139,0.0,0.0013906056860321,0.0462299134734239,0.0030593325092707,0.0046971569839307,0.0,0.0539864029666254,0.0462299134734239,0.0012360939431396,0.0046971569839307,0.0,0.0521631644004944,2383.851897466008,479.32305003399256,2863.1749475,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1101302,Mirante da Serra,RO,Norte,6765,Prefeitura Municipal de Mirante da Serra,0.9887,0.0113,0.0,0,0.0013747228381374,1.4781966001478197e-05,0.0,0.0,0.0013895048041389,0.0533924611973392,0.0006060606060606,0.0,0.0,0.0539985218033998,0.0533924611973392,0.0002512934220251,0.0,0.0,0.0536289726533628,1224.9976789785662,291.9162095654102,1516.9138885439763,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1101401,Monte Negro,RO,Norte,8150,Prefeitura Municipal de Monte Negro,0.9766,0.0142,0.0092,0,0.0013006134969325,2.45398773006135e-05,1.226993865030675e-05,0.0,0.0013251533742331,0.0527361963190184,0.0007730061349693,0.0004907975460122,0.0,0.054,0.0527361963190184,0.0003067484662576,0.0004907975460122,0.0,0.0535337423312883,1735.8544116441717,379.7411498184049,2115.5955614601226,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1101435,Nova União,RO,Norte,1621,Prefeitura Municipal de Nova União,0.9968,0.0013,0.0019,0,0.001233806292412,0.0,0.0,0.0,0.001233806292412,0.0537939543491671,6.169031462060457e-05,0.0001233806292412,0.0,0.053979025293029,0.0537939543491671,0.0,0.0001233806292412,0.0,0.053979025293029,3234.0325332695866,458.1673534164096,3692.1998866872304,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1101450,Parecis,RO,Norte,2020,Prefeitura Municipal de Parecis,0.9865,0.0051,0.0085,0,0.0015346534653465,0.0,0.0,0.0,0.0015841584158415,0.0532673267326732,0.0002970297029702,0.0004455445544554,0.0,0.054009900990099,0.0532673267326732,9.900990099009902e-05,0.0004455445544554,0.0,0.0538118811881188,2923.234093316832,415.6696812331683,3338.903774549505,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1101468,Pimenteiras do Oeste,RO,Norte,1362,Prefeitura Municipal de Pimenteiras do Oeste,0.9683,0.0116,0.0201,0,0.0011747430249632,0.0,0.0,0.0,0.0012481644640234,0.0522760646108663,0.0006607929515418,0.001101321585903,0.0,0.0539647577092511,0.0522760646108663,0.0002202643171806,0.001101321585903,0.0,0.05359765051395,1259.587726211454,182.35024171732744,1441.9379679295157,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1101476,Primavera de Rondônia,RO,Norte,1311,Serviço Autônomo de Água e Esgoto de Primavera de Rondônia,0.972,0.0164,0.0117,0,0.002135774218154,0.0,0.0,0.0,0.0022120518688024,0.0524790236460716,0.0009153318077803,0.0006102212051868,0.0,0.0540045766590389,0.0524790236460716,0.0003813882532418,0.0006102212051868,0.0,0.0534706331045003,2074.7527916475974,296.32071528070173,2371.0735069260104,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1101484,São Felipe D'Oeste,RO,Norte,1492,Prefeitura Municipal de São Felipe D Oeste,0.9806,0.0055,0.0139,0,0.0021447721179624,0.0,0.0,0.0,0.0022117962466487,0.0529490616621983,0.0002680965147453,0.0007372654155495,0.0,0.0540214477211796,0.0529490616621983,0.0001340482573726,0.0007372654155495,0.0,0.0538203753351206,3127.89186988606,445.8709034979892,3573.7627733780164,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1101492,São Francisco do Guaporé,RO,Norte,9371,Prefeitura Municipal de São Francisco do Guaporé,0.9706,0.0263,0.0032,0,0.0014299434425354,4.268487888165617e-05,0.0,0.0,0.0014726283214171,0.0524063600469533,0.001419272222815,0.0001707395155266,0.0,0.053996371785295,0.0524063600469533,0.0005655746451819,0.0001707395155266,0.0,0.0531533454273823,1904.593084270622,399.0403743912069,2303.633458659695,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1101500,Seringueiras,RO,Norte,4728,Prefeitura Municipal de Seringueiras,0.9045,0.0889,0.0066,0,0.0014170896785109,0.000148054145516,0.0,0.0,0.001565143824027,0.0488367174280879,0.0048011844331641,0.0003595600676818,0.0,0.053997461928934,0.0488367174280879,0.0019247038917089,0.0003595600676818,0.0,0.0511209813874788,1994.5477390228427,371.22689861675127,2365.774637648054,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1101559,Teixeirópolis,RO,Norte,1783,Prefeitura Municipal de Teixeirópolis,0.9796,0.007,0.0134,0,0.0011777902411665,0.0,0.0,0.0,0.0011777902411665,0.052888390353337,0.0003925967470555,0.0007291082445316,0.0,0.0540100953449242,0.052888390353337,0.000168255748738,0.0007291082445316,0.0,0.0537857543466068,2138.9991826640494,305.80779777061133,2444.806980437465,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1101609,Theobroma,RO,Norte,2107,Prefeitura Municipal de Theobroma,0.8448,0.1244,0.0308,0,0.0011865211200759,0.0001898433792121,4.74608448030375e-05,0.0,0.0014238253440911,0.045609871855719,0.0067394399620313,0.0016611295681063,0.0,0.0540104413858566,0.045609871855719,0.0027052681537731,0.0016611295681063,0.0,0.0499762695775984,3745.835633241576,723.3238013099193,4469.159434551495,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1101708,Urupá,RO,Norte,5342,Prefeitura Municipal de Urupá,0.8361,0.1557,0.0082,0,0.001291651067016,0.0002433545488581,1.871958068139274e-05,0.0,0.0015350056158742,0.0451516286035192,0.0084050917259453,0.0004492699363534,0.0,0.054005990265818,0.0451516286035192,0.0033695245226506,0.0004492699363534,0.0,0.048951703481842,1440.0019061381506,349.53096710969675,1789.5328732478474,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1101757,Vale do Anari,RO,Norte,3578,Prefeitura Municipal de Vale do Anari,0.9956,0.0044,0.0,0,0.0013135830072666,0.0,0.0,0.0,0.0013135830072666,0.0537730575740637,0.0002235885969815,0.0,0.0,0.0539966461710452,0.0537730575740637,8.384572386808272e-05,0.0,0.0,0.0538569032979318,3307.708407490218,589.6971346422583,3897.405542118502,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1101807,Vale do Paraíso,RO,Norte,2336,Prefeitura Municipal de Vale do Paraíso,0.9969,0.0022,0.0009,0,0.0011558219178082,0.0,0.0,0.0,0.0011558219178082,0.0538527397260273,0.0001284246575342,4.280821917808219e-05,0.0,0.0539811643835616,0.0538527397260273,4.280821917808219e-05,4.280821917808219e-05,0.0,0.0539383561643835,2730.0169785059934,386.58805845933216,3116.605036964897,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1200013,Acrelândia,AC,Norte,6301,Prefeitura Municipal de Acrelândia,0.7794,0.2103,0.0103,0,0.0014283447071893,0.0003808919219171,1.5870496746548167e-05,0.0,0.001825107125853,0.0420885573718457,0.0113474051737819,0.0005554673861291,0.0,0.0540073004285034,0.0420885573718457,0.0045389620695127,0.0005554673861291,0.0,0.0471829868274877,2124.230100253928,468.8885820695128,2593.1186823202665,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
1200054,Assis Brasil,AC,Norte,3949,Prefeitura Municipal de Assis Brasil,0.6543,0.3022,0.0435,0,0.0011648518612306,0.0005317801975183,7.596859964547987e-05,0.0,0.001797923524943,0.0353253988351481,0.0163079260572296,0.0023550265890098,0.0,0.0539883514813876,0.0353253988351481,0.0065332995695112,0.0023550265890098,0.0,0.0442137249936692,2414.189175629273,457.29819402633575,2871.4873696632058,Acima de 80%,Tratamento secundário avançado,Não,Não
1200104,Brasiléia,AC,Norte,15257,Prefeitura Municipal de Brasiléia,0.6287,0.1311,0.0,0.2402,0.0011470144851543,0.000242511634004,0.0,0.0004391426886019,0.0018221144392737,0.0339516287605689,0.007078717965524,0.0,0.0129710952349741,0.054001441961067,0.0339516287605689,0.0028314871862096,0.0,0.0038932948810382,0.0406764108278167,1369.933234489087,278.94733417775444,1648.8805686635644,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
